ifeval_ter,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
Qwen2.5,7B,59.25291204,66.99384612,77.07887553,74.0273515,55.46291725,26.55466136,35.51698772,70.14995217,55.63800021,45.70153061,38.0423188,44.59580526,42.4914256,73.00188472,18.74458701,16.72518615,72.76577398,73.4390569,76.37744228,79.25089022,73.75707478,69.46484804,62.31358457,65.51923695,64.10436479,64.21575298,64.0147315,63.98561054,64.15425958,69.52889413,54.60290996,52.61560243
DeepSeek-R1-Distill-Qwen,7B,5.164027245,7.64688215,6.437820087,7.9339039,3.716101456,2.472813224,3.062174197,40.24050903,3.878081653,2.563659045,3.662671432,4.749522393,3.571398341,4.98461945,3.269427076,3.179496697,6.597666724,7.512135152,4.717974253,6.407661468,4.867646521,6.505046041,6.25876365,13.78936604,8.051824249,7.524268877,5.118671649,10.22363244,8.119068246,5.312268714,13.07960357,6.398701136
Llama3.1,8B,71.17523567,76.74434516,82.56811617,81.10658579,69.1694759,51.00395385,52.17831513,62.57600175,58.37098849,49.05072224,45.21937659,54.73898955,57.68025906,71.25865706,38.91571313,49.16259126,74.02289291,72.20139522,77.82051491,78.74326609,72.40051659,72.60880934,63.65302178,58.91150316,54.92068218,57.22975401,64.99105922,60.06672758,66.60241575,70.02274362,64.37218274,59.69507873
DeepSeek-R1-Distill-Llama,8B,4.246569806,5.428884114,4.229901013,4.943045999,3.403701196,3.051138087,2.07839938,3.523931183,2.516852707,2.48535307,2.366430523,2.876544812,3.551179806,3.875073934,2.348936428,1.829144907,5.921162397,6.499942697,6.13989129,6.499149875,4.900437769,7.346530663,5.80696968,2.994679814,7.145267705,10.05366231,7.242396139,7.779796817,6.107521466,5.207858004,15.05350185,5.531359255
Aya-Expanse,8B,67.7821085,69.5062884,77.78695285,75.67521225,65.71118383,27.12056501,34.28243268,58.78615486,52.6777004,58.20872591,58.93849182,31.08258647,36.14644365,73.8290191,38.05815098,30.53227374,65.46072636,65.46575125,72.19227065,73.84093905,62.06018451,57.51448319,45.7730524,50.22112924,54.2927433,55.38726994,59.35210967,39.64355344,53.4614958,61.39464836,43.04014856,36.26749459
Gemma2,9B,74.14600199,78.03322818,84.12116849,83.64668315,77.48050831,50.30576368,52.80244403,74.19268869,63.0562149,64.29091055,60.24167816,61.7898953,60.2167809,79.75820886,61.81945242,46.58827354,73.36746791,74.16269425,77.65010733,78.44623366,72.10110021,75.10657554,67.76300337,63.49070479,65.27800946,64.40302271,68.3744806,64.76495573,69.99301698,73.75191497,73.25781586,65.82830917
InternLM2.5,20B,55.51838844,62.52552313,77.83334413,72.55934726,51.27846495,29.78562605,7.055224728,61.80558022,37.34441849,40.9103574,34.93645204,15.00715805,26.31436148,50.02663941,7.981247645,8.655740144,74.34787796,76.06681947,79.48053635,79.05522401,72.61238954,56.68864331,42.28315648,64.71400252,62.84955611,60.13094885,58.8709536,47.55376949,66.22134245,67.84133369,51.92059598,24.84591011
Gemma2,27B,81.88741576,84.78073055,88.85823111,86.56032935,84.58975081,63.06098963,61.90373341,80.61128732,68.310724,71.57602056,70.06253427,68.25471334,68.90834099,84.47707572,66.20791392,57.50977111,78.90311394,78.28300039,83.11483638,82.96981837,78.63183352,78.80447916,76.48367898,70.18684005,71.03193599,71.19098172,73.02342721,70.99729274,75.43297722,78.07116598,78.38932385,75.90588557
Aya-Expanse,32B,79.88539661,80.15568777,85.75952807,84.71808025,75.02976133,43.04540224,32.83614428,67.19472165,61.03237869,67.15416363,71.36314463,41.53116195,48.87436622,81.88825158,39.06157883,41.28173562,77.35800439,76.94953003,81.6273361,81.68175731,75.9725719,70.1247545,66.21332811,65.61152426,67.73121742,64.74988994,71.89756241,57.30085553,68.97856493,72.71169195,63.83492535,55.87152961
Qwen2.5,32B,71.57734646,76.69159333,84.93134606,83.51698952,73.14098861,35.27255021,52.4545935,76.55978737,63.59253183,48.01195716,38.72161718,46.13392481,53.17480366,59.91908327,36.20471346,39.52722854,79.2062453,77.68376928,82.96016847,83.10063104,77.55277126,78.67748405,75.03866774,71.69032594,71.10788783,71.81185301,71.53965623,71.04683764,72.5467533,78.70106059,68.47280802,70.1278046
DeepSeek-R1-Distill-Qwen,32B,24.46484249,21.84053375,32.91791087,33.59584601,17.37797743,15.41516709,14.3527105,70.08291412,23.87511212,27.67547062,13.58680488,21.61785357,13.67542825,20.33380195,10.4210996,6.923251617,17.16436425,13.65887452,11.0026326,14.05707085,12.03074821,12.06816058,23.41270319,33.69460178,19.46382014,19.21724523,18.10348528,16.30690048,17.67711425,11.86703134,26.32337203,15.62305641
Llama3.1,70B,82.6526874,84.85914117,88.54620934,87.04782947,80.51365444,61.41836568,66.52689378,71.75274525,63.36329094,70.15668069,62.95672419,64.27062372,70.77696026,86.46225782,64.03474358,65.35291002,80.40750082,79.76731451,84.32793673,84.29856469,78.70950144,79.03058043,77.36757445,69.5789557,70.25010854,70.34491776,71.31083785,71.37883888,76.72301503,78.93621049,78.2605854,76.24306457
Llama3.3,70B,81.70518859,83.43020074,87.64358606,86.33246847,83.45759145,64.13955305,66.74734646,73.26653927,64.49087251,69.52711144,66.95763098,66.09616866,70.19765556,85.02525222,66.70133664,65.39047124,79.07610447,78.1695125,83.89765122,83.25950663,78.45664924,80.25818257,78.07294324,69.77335309,70.61423521,70.90823439,73.26602042,70.91344246,76.27982756,78.4031406,78.42131422,76.77965236
DeepSeek-R1-Distill-Llama,70B,65.18488632,78.90526922,71.98967428,81.42705602,47.02018939,55.07405905,52.31911384,47.09776522,51.52374331,39.7834443,36.60055394,48.10672348,64.66706873,58.69215778,55.04097337,58.38992177,25.47489107,38.86125604,33.85547959,53.07814509,62.74864731,51.31281258,40.86853841,15.41708408,47.9713579,44.65368197,49.5003367,40.99795393,34.42886894,31.25610001,71.80456631,52.27861355
Qwen2.5,72B,75.21775908,79.45329779,86.96112662,84.56667667,79.29060576,52.493856,57.69689196,76.94859056,65.25600168,66.01294648,70.14528116,63.00030898,58.89165866,76.18245551,41.17005546,40.88320067,80.22119881,79.42483779,83.71293093,83.74935915,78.19230936,79.67065396,77.37720278,72.195065,72.11595546,72.86119211,72.18424568,72.16623954,74.61242957,79.22453799,70.83541964,72.53826918
DeepSeek-V3,671B,86.97204252,87.66325377,90.08939786,88.48907363,87.52208996,68.82550521,69.55622677,77.15266741,70.24919418,75.87294202,78.05134524,72.15132824,73.82857059,86.60658731,70.44590154,67.69543128,79.94645979,79.44682627,83.87853269,83.7910234,77.60115094,80.88678719,78.9301966,71.70366577,71.74296332,73.49072265,72.87677521,72.6284039,75.93107501,79.4302042,78.57703744,75.86594481
gpt-4o-mini-2024-07-18,,81.7633774,82.65211083,87.23755545,85.5517034,82.49870417,62.13587784,61.62605006,75.19301742,67.54096547,71.66467296,73.72615466,64.87397158,68.52509095,82.97793276,66.16289273,52.40812346,80.00270556,77.13240108,82.68434754,83.70022592,77.26184202,77.08054166,77.0553082,70.10368052,71.14331958,71.13223167,71.19415476,70.63940861,74.69707026,77.89441118,75.170552,74.25287012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_spBLEU,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,20.75931816,27.8756124,45.22617559,40.23373957,29.51371193,7.614304803,2.470636192,25.95602328,10.63546023,9.851390408,11.88417179,1.191540355,5.163418692,15.93832512,0.369228814,2.156071341,55.39537326,58.83567691,60.95165952,48.36283463,51.16015147,38.40902251,23.37918294,45.01577475,38.51524194,36.10514627,37.39010283,17.19464865,38.28582311,39.88257558,12.0939758,11.55769905
Qwen2.5,7B,32.07367024,41.28351827,54.652169,46.73734528,38.82080084,9.164530067,13.26107913,32.25274462,17.6053611,24.82337268,28.78169911,28.42045934,16.90853328,49.8130088,2.607059871,4.007927964,58.28977221,57.66408813,63.00104713,48.29632208,53.22409279,53.68691476,38.21259062,45.71219097,38.83629058,44.92649384,51.27958076,39.06026846,41.56050631,53.53395653,24.50164717,26.84174998
DeepSeek-R1-Distill-Qwen,7B,3.788863839,10.65763406,19.06529069,15.19594742,11.81693338,2.423317308,2.911756347,20.93160725,0.967823656,1.067040109,2.905770476,1.077457965,3.02215425,5.617787125,0.722926513,1.209639608,9.008889708,13.21479693,14.27872809,11.73230477,12.84353776,6.147893878,5.802353401,16.83145539,8.382300742,12.70438946,5.97122339,7.553167008,9.330236517,8.540209904,6.47405427,9.539778329
Llama3.1,8B,47.54201453,47.92758739,59.69765194,50.59424485,44.95401368,31.97062648,22.46103878,28.02043511,23.14081557,36.75597812,36.44067602,28.41101048,45.8246803,60.73085044,19.32008358,23.90506323,60.94404224,60.18096428,64.11683003,50.44997501,54.36428352,58.24798314,45.42486616,44.10421969,42.88205308,44.07208036,53.25137543,41.14493188,54.13666588,56.26615307,48.37985786,46.77700298
DeepSeek-R1-Distill-Llama,8B,2.776600775,6.630006805,7.81953916,10.0055478,3.120699079,0.544149532,0.064418774,4.192248149,0.984640254,0.461980955,1.278965115,1.000843927,7.116915661,3.786007657,0.638048703,0.231386355,9.946002727,10.05944299,16.23645358,13.61355945,9.670852963,6.131876534,2.766258889,19.90374487,11.0375063,7.792737739,11.20459961,8.4817784,11.16408051,10.21694738,7.655945474,3.996770372
Aya-Expanse,8B,55.18082679,48.06145886,61.78524826,56.24716404,48.27993912,9.66122401,9.049404255,32.19045097,26.92895962,52.60293392,55.93186274,8.975702164,10.96582336,67.10225925,3.053561192,6.760765732,64.97277124,61.92300439,65.70595439,52.24644797,55.83597838,47.58503104,30.65806325,46.14938988,43.69640299,46.79984445,58.48703205,21.43011808,40.15016143,56.14020942,19.43298258,14.34980555
Gemma2,9B,52.53962096,50.36850599,62.85203458,55.55157278,51.54844479,40.94454727,22.20091972,33.50325836,27.98080594,51.3040004,46.35360532,36.76893642,52.0243678,67.47057088,30.32628358,22.48509734,65.4928853,63.71739332,66.19966267,52.77500618,57.69166377,63.04964395,48.84054794,45.83443774,44.06482873,46.7845691,57.71281544,43.56045305,58.63310757,58.64092999,56.2769779,49.33722596
InternLM2.5,20B,16.28924323,21.56473554,38.15103764,30.34300485,22.17555185,7.828718283,1.316592696,20.21655759,10.30052414,18.90669781,17.6960165,6.668466523,7.500824253,24.33187429,1.280456217,2.416226435,55.27423623,56.2139956,61.364894,49.05299589,50.83327844,39.79530676,18.13648711,46.34774128,40.2640103,39.34935881,40.23287573,18.31852666,43.75841585,46.37365364,23.23253452,9.599402228
Gemma2,27B,56.69173952,51.36270911,65.09658423,57.39151272,54.16434284,49.35624113,26.77924977,39.69139839,29.59600517,57.33682908,54.32927837,42.14587808,58.62043709,73.17366631,38.22577176,29.15261242,67.54996436,64.88446728,65.98216107,53.76771116,59.18605614,66.09534532,53.13206884,49.20656361,46.64872313,48.81390116,61.12709725,46.97717194,61.49373573,60.65190086,59.41722374,54.36081125
Aya-Expanse,32B,59.13422126,49.69920647,65.27465594,57.63397013,52.75979164,27.86549274,18.04131468,35.34979544,30.04907395,59.34200212,60.18173735,18.20270348,30.81133411,73.08139519,10.39281163,12.63049095,68.21190925,66.17538828,67.059439,55.19725143,60.66918278,61.26109257,47.74015269,49.53577475,48.10711403,50.70153219,63.48324037,37.75680583,54.61324543,59.54193371,44.18252221,34.6149655
Qwen2.5,32B,41.91519698,46.86990179,62.07309892,52.4071035,41.35529604,24.57537324,22.09602387,36.31013464,23.68216318,23.79882946,25.37770655,26.22462899,28.0692372,53.89110011,8.975832519,10.15619285,64.47009645,61.31082612,66.13484414,52.22605724,55.66468341,58.82380981,48.52983636,48.18126231,47.19486783,48.59694459,56.7068677,43.96210819,54.80938447,59.49139374,43.79742592,44.37991682
DeepSeek-R1-Distill-Qwen,32B,31.89611867,39.82309943,44.8492591,41.12242262,28.88160715,11.40582567,12.57946635,14.5486538,13.85152066,14.44267114,14.28813325,22.52929739,15.76834097,33.35393658,3.184092458,3.147127142,21.44394228,18.31706967,22.6587481,16.80939522,16.54714817,18.19514521,10.89040256,22.44055843,12.77727664,12.48222574,17.74570269,19.60668157,16.70376483,14.37503863,11.16845431,5.36806341
Llama3.1,70B,61.40193469,54.39874143,64.74158589,56.52687043,54.84640538,56.76723183,31.51226193,35.19482218,28.8516847,50.56185048,53.34725526,39.67171442,65.04071359,74.32414208,36.64470546,35.03447834,68.40422387,64.95800255,67.47626867,52.58984171,59.09948013,65.24812231,54.86587002,49.87404581,48.13871558,50.97567472,61.17051199,47.8798631,63.1545974,61.87331967,60.06934218,57.06802198
Llama3.3,70B,60.9886063,54.32275815,63.58235149,56.45971609,54.76130356,56.54328952,31.71766696,35.26443064,28.57721541,50.86283705,49.69022185,39.14011574,64.05921127,71.32293654,36.75491837,35.75536515,68.83719019,64.74310146,66.59607502,52.91442201,60.40549089,66.01296368,54.58668791,48.69215296,48.63313168,50.55743534,60.7258935,46.96021099,63.4567061,61.43017522,59.44916861,57.03724254
DeepSeek-R1-Distill-Llama,70B,54.34290361,50.97668204,61.79585743,55.64433072,49.92615201,47.78403184,29.23694684,27.57891233,24.39353173,32.50489032,38.70465812,32.31533232,56.37116401,66.91276724,29.16620567,30.89969043,38.84777666,47.66636629,62.25459919,51.01665097,53.18116413,60.05070816,38.64669161,44.05094911,33.4824585,30.29896869,53.84029212,36.77416882,43.19402925,46.60821361,50.92682924,34.84052801
Qwen2.5,72B,48.99346637,50.09871184,63.33032717,56.17843574,53.30481962,36.75501217,23.9895707,37.7143112,28.18860814,48.18475675,52.56034555,42.49502324,42.72226955,69.24256594,13.54592152,12.5616433,65.14456641,62.72837068,67.22667678,52.87624372,59.11783068,62.25176082,52.07160734,49.16534203,48.41981839,50.99091609,58.47581413,45.67737309,58.03560892,60.24757706,49.56102678,47.04184598
DeepSeek-V3,671B,66.93173665,55.78123904,66.50644375,60.36720636,57.69150119,67.26410477,33.27858304,38.10845447,33.23120452,68.20274455,63.98174821,48.4911091,68.02692649,78.17587026,41.23613543,37.48055832,69.03942287,65.30727707,67.61529374,53.73810911,60.22445084,66.26181182,53.17766293,49.70780075,48.83825148,51.71321552,61.50121974,46.48249833,62.74586554,61.11947201,59.20869722,54.05647925
gpt-4o-mini-2024-07-18,,63.20513469,53.69718856,64.52808921,56.60173798,53.49597852,58.9977175,28.45120773,35.09186497,32.35829509,59.0975505,57.6343244,41.90335458,65.80386339,73.88973489,38.03899683,23.94228965,66.76601756,63.43316404,65.69930449,52.03977953,57.52589374,65.27844036,51.11223183,44.33871712,47.12212949,49.8847344,57.82144835,43.72941285,59.17152335,59.24491931,56.42334849,52.86479183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
humaneval_spBLEU,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,68.40883372,74.24152083,81.58761024,77.07921739,81.72848063,39.74864193,27.15491274,82.98985229,70.25081872,69.62679374,48.15344437,27.45007628,46.07499104,65.00381347,17.84887088,23.95639954,75.79632327,82.07196131,86.48860406,84.9348989,79.9720998,75.04259163,68.79503721,76.86450817,69.43634622,71.2827586,77.20746224,70.0567469,74.00085989,76.07456767,60.7950125,61.46981792
Qwen2.5,7B,74.52893906,80.32617414,86.23733843,81.80541067,85.94132677,52.63721419,53.0274431,85.44903046,74.56600706,73.70729687,54.60086573,70.34691884,61.71384303,83.26780749,39.08528875,31.01637206,77.62312387,83.32936264,87.91818359,86.1114889,82.04311529,78.61151647,75.28571403,79.20622927,73.66181414,74.95430113,82.21089355,75.12189187,75.67325564,79.64242859,66.10392478,72.24834826
DeepSeek-R1-Distill-Qwen,7B,41.86237851,53.43830492,67.89266118,60.06131643,60.68788711,18.93615834,32.97077773,48.90903036,35.96627698,23.18324473,15.36520644,20.15761384,44.70673085,25.84892444,24.20936847,23.18746553,65.26178879,66.03430482,69.60061458,73.51311561,74.73697137,66.84932309,53.84703334,61.57703447,55.29650165,62.31679071,71.49370818,52.3095438,56.07899833,66.43285973,42.56527509,37.19646966
Llama3.1,8B,78.57882869,83.42810894,88.80811943,81.52339963,81.71615027,53.60776969,71.46842456,84.85499731,71.87136738,76.34340252,66.632453,71.93288977,70.21496385,85.4009842,59.9686862,64.99831153,76.85101713,82.25721845,86.23485772,83.6641498,81.15724294,77.83582237,74.51774458,76.98814026,70.95709676,72.29240832,80.48646304,73.08005002,75.26565272,77.66644992,72.81345614,73.02201769
DeepSeek-R1-Distill-Llama,8B,43.286835,58.71122167,57.08882835,61.08695845,37.98781881,42.63945704,8.51724223,70.38735066,34.37264325,34.68681905,42.88344112,28.89843894,48.28199534,42.46266997,17.30508259,16.93501988,50.02283012,57.0946166,67.22869122,50.89293045,51.33718726,47.44696167,49.98634061,73.29328129,61.73186136,42.48661167,48.53073442,55.02957098,64.1090993,56.14506413,47.14432005,41.21853051
Aya-Expanse,8B,72.44427969,73.72967496,75.59691492,72.06926579,71.98820893,34.51595838,36.44045738,68.73441606,70.09416346,68.98547581,61.12121278,49.48544085,51.58451754,73.3087913,48.31685843,45.86454493,73.31456025,78.73400227,83.19636838,81.78817852,76.59630982,70.66263858,64.56541401,71.21695527,67.78742673,69.79639141,78.51756854,63.93352275,67.37613609,73.71158949,59.95353163,58.298555
Gemma2,9B,79.46946817,83.83575391,90.40267883,83.09830658,83.56036099,64.86351258,69.16694542,84.08969569,74.63967695,80.43671475,71.14778921,76.77828257,70.85656413,86.39240715,69.11414711,65.81646369,70.5733825,76.02994325,84.48174261,79.3837412,71.22488748,70.61549454,66.08642004,64.90612954,58.66512623,61.89534301,71.32047955,64.21683169,67.35448497,67.37667822,69.11280411,70.76618042
InternLM2.5,20B,73.26465841,75.98011729,86.0338878,74.26125623,80.95465512,61.49121602,26.7663846,85.48524205,74.31465048,77.39817861,57.00579223,57.91989615,47.3363972,77.98548619,32.3881492,25.06070371,76.08275361,81.74211019,86.70556955,84.94461888,80.1098997,76.19533089,66.71257966,77.5858934,71.46343496,73.7952117,78.8194891,71.05113688,75.41588873,76.91648781,63.63374849,63.83694063
Gemma2,27B,87.55960932,88.01963708,92.04807303,87.99736584,90.85244188,82.85490843,77.64968215,89.17925572,79.66875181,86.37656525,81.63923029,85.12932044,77.70552926,92.99808192,76.78133809,71.08280524,78.54973424,84.22806791,89.13121615,86.44369934,82.07469371,79.49049505,77.38987996,80.31594835,74.58524301,76.20475506,83.53482329,75.08437443,78.04185872,80.77694412,76.20356067,77.72583769
Aya-Expanse,32B,77.22606622,76.42481394,77.85416978,73.32529225,85.31467553,48.42452155,52.10967269,81.80132772,77.28452912,78.69577067,74.99844116,62.22340343,62.06572446,77.74488335,48.70479551,54.27371587,77.50971822,83.15944747,87.63248145,86.3941845,81.29285765,77.74384983,74.09284534,78.1142022,72.76242948,73.39894291,81.90509689,73.07383223,75.67594055,78.25864521,69.08005864,68.56369609
Qwen2.5,32B,84.18351634,85.67507492,92.56447283,86.78663173,91.33812923,70.243476,75.53964038,89.14174668,80.45570763,83.48684433,61.67427335,79.21696719,73.75455237,90.84476592,56.28362885,56.29128215,78.23880766,83.49418924,89.18965892,86.64646636,82.43133202,79.43142101,76.66909636,80.34965424,74.17737351,75.8569537,83.04055482,75.41202976,77.49781673,80.61660547,72.74174272,77.36200107
DeepSeek-R1-Distill-Qwen,32B,61.94685044,72.40511483,59.11921111,61.27255271,73.0038271,51.63315372,62.54562341,52.05568702,77.08608234,67.15956308,52.99425459,70.19985863,51.58636835,73.28638829,40.80635444,34.69849755,71.76993515,57.05724515,69.51228468,75.24875406,67.87886338,70.43174295,75.11156188,78.41638441,72.79322759,67.60972375,81.25245023,68.43557622,67.13114206,58.44704071,42.76365827,73.47149086
Llama3.1,70B,85.71900144,89.02910497,91.39269466,86.35023704,91.27046157,81.16625683,79.4217592,87.28615923,80.27806808,84.37809967,79.06363607,79.35450353,78.02510598,90.893809,75.02666617,74.84815528,77.23076092,83.65899001,88.47284369,86.14204415,81.77218197,78.82913211,76.42505175,78.72625956,73.37753517,74.84094127,82.80293056,75.01565985,77.11495453,79.5710991,75.44153852,76.75920827
Llama3.3,70B,86.42321317,88.92486741,91.79739887,86.49606149,91.53267959,76.12659793,78.6901777,88.20374084,78.78224762,83.62036639,75.42811507,80.23596905,76.71355338,90.74694609,78.44474925,75.26423919,78.20379722,83.7762115,88.41795744,86.29341133,81.78715032,79.4807462,76.4401208,79.38515661,73.92494584,74.97265381,82.87551293,75.42156783,77.82454798,80.00004864,76.14036177,77.10581606
DeepSeek-R1-Distill-Llama,70B,81.6291217,84.00069553,87.64821423,84.09909042,86.48110808,70.69411861,75.81947918,85.11884837,75.06508355,75.29664328,61.51179128,75.56830843,71.53499366,87.09985129,68.40460271,73.57093686,77.44625151,82.27327753,86.7759321,84.99014083,80.65443329,78.46270776,75.42651468,77.75923667,71.70248251,73.19124948,80.58695002,74.84422747,76.66303514,78.45802748,74.73341871,75.51907018
Qwen2.5,72B,85.8843693,88.39537732,93.36025447,87.00823085,92.52163758,79.99610312,75.57108269,90.98902799,80.62935408,87.28702618,83.00641325,83.168665,76.41469224,91.92108837,59.77619031,63.38494338,78.60186608,83.79845519,89.1206124,87.39608968,82.4245564,79.49453566,77.50295019,80.44535087,74.56100457,76.60631575,83.18347064,76.37137141,78.13842139,81.41224421,74.10405987,78.16738712
DeepSeek-V3,671B,89.90244393,91.45387425,94.30406688,87.63493326,93.42880382,87.54126786,82.83818923,90.83807181,85.66145928,90.40190462,88.20696121,85.61481404,81.94001894,93.62236658,81.48058357,78.1215593,78.90847228,83.94282868,88.82604622,87.381071,82.3454294,79.86825358,77.91795087,80.81047337,74.75554856,76.8873255,83.40007034,77.39466578,78.58781985,80.51989901,77.11997469,78.91291321
gpt-4o-mini-2024-07-18,,87.65505062,88.17820152,94.24584496,88.59922006,90.89092717,68.54890686,79.2984898,90.61923885,80.68733181,88.02460393,84.660134,80.72453172,78.66541167,91.46412126,75.87998695,71.43614989,77.99345724,82.82797772,88.59754597,86.48105808,81.69786308,79.25141661,76.74881663,79.32970773,73.42229807,75.58256152,83.18601999,75.32536673,77.35849931,79.79255673,75.76300248,76.9959284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexus_spBLEU,Size,en->cs,en->de,en->es,en->fr,en->ru,en->sr,en->bn,en->zh,en->ja,en->ko,en->ar,en->th,en->hu,en->vi,en->sw,en->te,cs->en,de->en,es->en,fr->en,ru->en,sr->en,bn->en,zh->en,ja->en,ko->en,ar->en,th->en,hu->en,vi->en,sw->en,te->en
InternLM2.5,7B,48.88292214,53.42768658,60.05695232,67.80589935,52.12868802,25.40311199,14.6923431,49.02946474,33.41002179,23.33093646,37.84536261,21.93200682,22.39449611,46.93180416,9.708699081,13.13619501,64.8165939,64.01663579,64.89830892,62.28718122,62.20631104,57.96959757,48.0849228,60.28550118,48.57698065,55.48294127,52.74182999,50.44363293,47.85258968,57.52316381,31.28674732,39.01290238
Qwen2.5,7B,56.86954857,59.79677262,68.64796143,69.71804297,55.83292398,35.50840279,34.41906864,47.01289895,39.15670308,44.88633528,47.93658276,43.79225981,35.7947755,68.7011084,30.82100068,17.98954443,68.06482632,64.98136367,68.08521982,65.83220426,66.25477041,66.45295202,61.06882402,60.60279161,52.26019773,57.4895675,63.59613538,59.53606848,51.65882413,67.36914689,46.43545846,49.23199168
DeepSeek-R1-Distill-Qwen,7B,24.7376141,41.31527095,39.11417507,49.21042364,34.25844922,7.971971802,8.393964979,31.51777051,7.111524193,5.435934246,11.5447387,11.27739818,20.87173038,39.10639117,13.41457027,5.461120226,51.08026952,48.50788516,54.18718869,63.23435832,57.12678415,35.86653462,34.46594994,45.02002098,25.85684642,26.58517984,42.51008094,47.10199839,40.49893107,54.01370078,31.49232513,24.68309946
Llama3.1,8B,58.63217165,64.16899195,69.6250376,73.34749038,63.15781797,33.55370564,49.98738319,49.44844447,46.65520797,54.47689866,56.27978595,54.49547249,50.87038132,71.62368613,40.85147388,42.04953328,69.48951057,65.4551329,72.44768705,69.86662786,66.73171582,67.09648886,62.65787664,59.73906256,50.52067111,53.67741194,61.16447493,58.70822616,56.90386541,65.98459443,61.49592352,60.53721262
DeepSeek-R1-Distill-Llama,8B,41.18636711,44.71645165,49.24853366,56.97153913,38.93770659,21.15465623,3.363546592,34.54361728,19.63616034,19.22845239,32.63427123,36.66466148,29.43031067,42.11351971,11.9932484,12.75546812,59.20249087,60.5096121,60.23960655,62.89277402,53.74283129,50.7890234,29.63937282,56.56297181,43.37689314,47.9748389,52.94863863,43.19755271,48.43455364,35.84093587,42.71404415,30.72176386
Aya-Expanse,8B,70.68671106,72.12519249,75.35352257,82.69490573,68.34447576,33.55649241,27.92688657,51.29118413,58.44114572,62.64461407,71.73673315,42.37867556,35.45767093,80.66318287,29.88434592,22.54599475,71.7608153,66.57793379,74.18290084,71.82909171,69.28034178,63.68849312,54.98101163,59.63302312,54.81419874,58.76607129,66.61024817,53.91222714,52.43552541,69.29641017,47.26618229,42.16931504
Gemma2,9B,61.53885302,71.71812241,75.2031388,82.95286786,67.09548097,42.3259793,50.32422594,58.95144873,48.32652419,58.29360447,64.24036566,59.32025778,52.68472169,76.21277574,54.54562863,43.12799474,69.83540362,65.90626257,75.19041966,68.14256048,69.27085155,69.51512253,65.28753697,60.34472789,54.48575991,59.16545841,65.62534727,62.10230422,57.66663811,69.48321929,68.31113999,65.95191596
InternLM2.5,20B,37.2504939,39.34033867,43.56527769,35.49592656,37.90161827,20.37106349,12.28738962,37.66519068,31.8806366,32.06243312,31.23133823,30.18976948,24.64206331,50.51039226,20.87396557,11.92214843,59.49566382,52.90868979,55.59927854,51.75849005,61.3605258,50.76795954,45.43494458,54.49446609,46.7186989,53.71878881,46.81531625,46.45606643,40.91100762,55.86694359,41.05526573,37.13121188
Gemma2,27B,69.25621343,76.82789137,79.17194553,84.79265652,74.05936915,66.5942184,56.05698607,67.21299762,59.2731463,68.34778445,73.06969444,69.24851684,63.07895612,85.74253386,66.64092018,50.52194813,72.77123207,68.02685674,76.64563403,70.33470053,70.27670488,71.21941176,69.85428603,61.74463423,56.8841546,61.96573,66.57297549,63.57081074,59.71165552,71.63154053,70.50174643,69.80934385
Aya-Expanse,32B,72.65243646,76.77898734,77.53096994,84.13125236,71.73863597,43.38250554,43.09746699,58.49455834,64.21505007,67.92937616,71.53154461,53.9072025,48.77211269,83.52299342,39.67610396,34.89464123,74.86177508,68.88426145,78.17474696,72.65925304,71.9738946,71.06517837,67.07697629,63.73766566,59.28038081,63.32335464,70.13362938,60.97156441,59.71656235,73.44759498,61.4408175,57.4683227
Qwen2.5,32B,64.08837614,69.79288695,77.22610798,82.33338432,67.77156834,43.75516334,49.74645552,52.848038,50.49988766,60.32158808,54.47227597,52.61696594,49.51627545,67.49645991,37.03573503,32.30759633,71.38759423,63.92705551,74.37096731,64.1609492,66.83149864,69.30704124,66.64031923,61.97070641,56.99493695,61.04558584,65.86809092,62.48953069,56.37725522,71.23368613,59.72392583,63.82187529
